Cód.,Município,População (Pessoas)
3148400,Paulistas (MG),4812.0
3148509,Pavão (MG),8419.0
3148608,Peçanha (MG),17537.0
3148707,Pedra Azul (MG),24329.0
3148756,Pedra Bonita (MG),7128.0
3148806,Pedra do Anta (MG),3005.0
3148905,Pedra do Indaiá (MG),3974.0
3149002,Pedra Dourada (MG),2532.0
3149101,Pedralva (MG),11146.0
3149150,Pedras de Maria da Cruz (MG),12212.0
3149200,Pedrinópolis (MG),3643.0
3149309,Pedro Leopoldo (MG),64712.0
3149408,Pedro Teixeira (MG),1806.0
3149507,Pequeri (MG),3330.0
3149606,Pequi (MG),4432.0
3149705,Perdigão (MG),11755.0
3149804,Perdizes (MG),16321.0
3149903,Perdões (MG),21485.0
3149952,Periquito (MG),6773.0
3150000,Pescador (MG),4256.0
3150109,Piau (MG),2733.0
3150158,Piedade de Caratinga (MG),8702.0
3150208,Piedade de Ponte Nova (MG),4140.0
3150307,Piedade do Rio Grande (MG),4466.0
3150406,Piedade dos Gerais (MG),5009.0
3150505,Pimenta (MG),8688.0
3150539,Pingo-d'Água (MG),4986.0
3150570,Pintópolis (MG),7524.0
3150604,Piracema (MG),6398.0
3150703,Pirajuba (MG),6348.0
3150802,Piranga (MG),17634.0
3150901,Piranguçu (MG),5488.0
3151008,Piranguinho (MG),8640.0
3151107,Pirapetinga (MG),10772.0
3151206,Pirapora (MG),56640.0
3151305,Piraúba (MG),10759.0
3151404,Pitangui (MG),28215.0
3151503,Piumhi (MG),34918.0
3151602,Planura (MG),12292.0
3151701,Poço Fundo (MG),16846.0
3151800,Poços de Caldas (MG),168641.0
3151909,Pocrane (MG),8359.0
3152006,Pompéu (MG),32035.0
3152105,Ponte Nova (MG),59875.0
3152131,Ponto Chique (MG),4283.0
3152170,Ponto dos Volantes (MG),12179.0
3152204,Porteirinha (MG),37864.0
3152303,Porto Firme (MG),11348.0
3152402,Poté (MG),16616.0
3152501,Pouso Alegre (MG),152549.0
3152600,Pouso Alto (MG),5900.0
3152709,Prados (MG),9080.0
3152808,Prata (MG),28017.0
3152907,Pratápolis (MG),8566.0
3153004,Pratinha (MG),3631.0
3153103,Presidente Bernardes (MG),5341.0
3153202,Presidente Juscelino (MG),3606.0
3153301,Presidente Kubitschek (MG),3001.0
3153400,Presidente Olegário (MG),19627.0
3153509,Alto Jequitibá (MG),8301.0
3153608,Prudente de Morais (MG),10834.0
3153707,Quartel Geral (MG),3584.0
3153806,Queluzito (MG),1943.0
3153905,Raposos (MG),16429.0
3154002,Raul Soares (MG),23711.0
3154101,Recreio (MG),10520.0
3154150,Reduto (MG),7201.0
3154200,Resende Costa (MG),11540.0
3154309,Resplendor (MG),17396.0
3154408,Ressaquinha (MG),4817.0
3154457,Riachinho (MG),8134.0
3154507,Riacho dos Machados (MG),9476.0
3154606,Ribeirão das Neves (MG),338197.0
3154705,Ribeirão Vermelho (MG),4047.0
3154804,Rio Acima (MG),10420.0
3154903,Rio Casca (MG),13473.0
3155009,Rio Doce (MG),2620.0
3155108,Rio do Prado (MG),5133.0
3155207,Rio Espera (MG),5402.0
3155306,Rio Manso (MG),5879.0
3155405,Rio Novo (MG),8957.0
3155504,Rio Paranaíba (MG),12335.0
3155603,Rio Pardo de Minas (MG),31045.0
3155702,Rio Piracicaba (MG),14332.0
3155801,Rio Pomba (MG),17959.0
3155900,Rio Preto (MG),5485.0
3156007,Rio Vermelho (MG),12739.0
3156106,Ritápolis (MG),4562.0
3156205,Rochedo de Minas (MG),2320.0
3156304,Rodeiro (MG),8224.0
3156403,Romaria (MG),3520.0
3156452,Rosário da Limeira (MG),4622.0
3156502,Rubelita (MG),5798.0
3156601,Rubim (MG),10256.0
3156700,Sabará (MG),137125.0
3156809,Sabinópolis (MG),15416.0
3156908,Sacramento (MG),26374.0
3157005,Salinas (MG),41699.0
3157104,Salto da Divisa (MG),7012.0
3157203,Santa Bárbara (MG),31604.0
3157252,Santa Bárbara do Leste (MG),8181.0
3157278,Santa Bárbara do Monte Verde (MG),3182.0
3157302,Santa Bárbara do Tugúrio (MG),4407.0
3157336,Santa Cruz de Minas (MG),8664.0
3157377,Santa Cruz de Salinas (MG),4107.0
3157401,Santa Cruz do Escalvado (MG),4725.0
3157500,Santa Efigênia de Minas (MG),4381.0
3157609,Santa Fé de Minas (MG),3826.0
3157658,Santa Helena de Minas (MG),6386.0
3157708,Santa Juliana (MG),14255.0
3157807,Santa Luzia (MG),220444.0
3157906,Santa Margarida (MG),16302.0
3158003,Santa Maria de Itabira (MG),10857.0
3158102,Santa Maria do Salto (MG),5217.0
3158201,Santa Maria do Suaçuí (MG),14611.0
3158300,Santana da Vargem (MG),7073.0
3158409,Santana de Cataguases (MG),3891.0
3158508,Santana de Pirapama (MG),7589.0
3158607,Santana do Deserto (MG),3981.0
3158706,Santana do Garambéu (MG),2476.0
3158805,Santana do Jacaré (MG),4834.0
3158904,Santana do Manhuaçu (MG),8667.0
3158953,Santana do Paraíso (MG),35369.0
3159001,Santana do Riacho (MG),4315.0
3159100,Santana dos Montes (MG),3765.0
3159209,Santa Rita de Caldas (MG),8924.0
3159308,Santa Rita de Jacutinga (MG),4863.0
3159357,Santa Rita de Minas (MG),7268.0
3159407,Santa Rita de Ibitipoca (MG),3402.0
3159506,Santa Rita do Itueto (MG),5457.0
3159605,Santa Rita do Sapucaí (MG),43753.0
3159704,Santa Rosa da Serra (MG),3357.0
3159803,Santa Vitória (MG),19872.0
3159902,Santo Antônio do Amparo (MG),18613.0
3160009,Santo Antônio do Aventureiro (MG),3602.0
3160108,Santo Antônio do Grama (MG),3886.0
3160207,Santo Antônio do Itambé (MG),3799.0
3160306,Santo Antônio do Jacinto (MG),11604.0
3160405,Santo Antônio do Monte (MG),28427.0
3160454,Santo Antônio do Retiro (MG),7297.0
3160504,Santo Antônio do Rio Abaixo (MG),1760.0
3160603,Santo Hipólito (MG),3065.0
3160702,Santos Dumont (MG),46421.0
3160801,São Bento Abade (MG),5349.0
3160900,São Brás do Suaçuí (MG),3754.0
3160959,São Domingos das Dores (MG),5658.0
3161007,São Domingos do Prata (MG),17327.0
3161056,São Félix de Minas (MG),3362.0
3161106,São Francisco (MG),56477.0
3161205,São Francisco de Paula (MG),6520.0
3161304,São Francisco de Sales (MG),6274.0
3161403,São Francisco do Glória (MG),4800.0
3161502,São Geraldo (MG),12562.0
3161601,São Geraldo da Piedade (MG),3910.0
3161650,São Geraldo do Baixio (MG),4059.0
3161700,São Gonçalo do Abaeté (MG),8459.0
3161809,São Gonçalo do Pará (MG),12597.0
3161908,São Gonçalo do Rio Abaixo (MG),11019.0
3162005,São Gonçalo do Sapucaí (MG),25561.0
3162104,São Gotardo (MG),35782.0
3162203,São João Batista do Glória (MG),7498.0
3162252,São João da Lagoa (MG),4932.0
3162302,São João da Mata (MG),2746.0
3162401,São João da Ponte (MG),25098.0
3162450,São João das Missões (MG),13125.0
3162500,São João del Rei (MG),90497.0
3162559,São João do Manhuaçu (MG),11674.0
3162575,São João do Manteninha (MG),5918.0
3162609,São João do Oriente (MG),7444.0
3162658,São João do Pacuí (MG),4448.0
3162708,São João do Paraíso (MG),23709.0
3162807,São João Evangelista (MG),15767.0
3162906,São João Nepomuceno (MG),26447.0
3162922,São Joaquim de Bicas (MG),32148.0
3162948,São José da Barra (MG),7480.0
3162955,São José da Lapa (MG),24135.0
3163003,São José da Safira (MG),4280.0
3163102,São José da Varginha (MG),5079.0
3163201,São José do Alegre (MG),4210.0
3163300,São José do Divino (MG),3856.0
3163409,São José do Goiabal (MG),5387.0
3163508,São José do Jacuri (MG),6431.0
3163607,São José do Mantimento (MG),2806.0
3163706,São Lourenço (MG),46202.0
3163805,São Miguel do Anta (MG),6944.0
3163904,São Pedro da União (MG),4610.0
3164001,São Pedro dos Ferros (MG),7706.0
3164100,São Pedro do Suaçuí (MG),5202.0
3164209,São Romão (MG),12529.0
3164308,São Roque de Minas (MG),7076.0
3164407,São Sebastião da Bela Vista (MG),5552.0
3164431,São Sebastião da Vargem Alegre (MG),3024.0
3164472,São Sebastião do Anta (MG),6627.0
3164506,São Sebastião do Maranhão (MG),9963.0
3164605,São Sebastião do Oeste (MG),6863.0
3164704,São Sebastião do Paraíso (MG),71445.0
3164803,São Sebastião do Rio Preto (MG),1492.0
3164902,São Sebastião do Rio Verde (MG),2250.0
3165008,São Tiago (MG),10960.0
3165107,São Tomás de Aquino (MG),7000.0
3165206,São Tomé das Letras (MG),7120.0
3165305,São Vicente de Minas (MG),7815.0
3165404,Sapucaí-Mirim (MG),6989.0
3165503,Sardoá (MG),6361.0
3165537,Sarzedo (MG),33413.0
3165552,Setubinha (MG),12378.0
3165560,Sem-Peixe (MG),2606.0
3165578,Senador Amaral (MG),5361.0
3165602,Senador Cortes (MG),2003.0
3165701,Senador Firmino (MG),7858.0
3165800,Senador José Bento (MG),1461.0
3165909,Senador Modestino Gonçalves (MG),4105.0
3166006,Senhora de Oliveira (MG),5786.0
3166105,Senhora do Porto (MG),3519.0
3166204,Senhora dos Remédios (MG),10467.0
3166303,Sericita (MG),7333.0
3166402,Seritinga (MG),1854.0
3166501,Serra Azul de Minas (MG),4292.0
3166600,Serra da Saudade (MG),776.0
3166709,Serra dos Aimorés (MG),8713.0
3166808,Serra do Salitre (MG),11668.0
3166907,Serrania (MG),7668.0
3166956,Serranópolis de Minas (MG),4809.0
3167004,Serranos (MG),1956.0
3167103,Serro (MG),20940.0
3167202,Sete Lagoas (MG),241835.0
3167301,Silveirânia (MG),2264.0
3167400,Silvianópolis (MG),6248.0
3167509,Simão Pereira (MG),2618.0
3167608,Simonésia (MG),19736.0
3167707,Sobrália (MG),5514.0
3167806,Soledade de Minas (MG),6189.0
3167905,Tabuleiro (MG),3708.0
3168002,Taiobeiras (MG),34397.0
3168051,Taparuba (MG),3101.0
3168101,Tapira (MG),4832.0
3168200,Tapiraí (MG),1872.0
3168309,Taquaraçu de Minas (MG),4099.0
3168408,Tarumirim (MG),14302.0
3168507,Teixeiras (MG),11670.0
3168606,Teófilo Otoni (MG),140937.0
3168705,Timóteo (MG),90568.0
3168804,Tiradentes (MG),8072.0
3168903,Tiros (MG),6424.0
3169000,Tocantins (MG),16715.0
3169059,Tocos do Moji (MG),4109.0
3169109,Toledo (MG),6297.0
3169208,Tombos (MG),7850.0
3169307,Três Corações (MG),80032.0
3169356,Três Marias (MG),32716.0
3169406,Três Pontas (MG),56940.0
3169505,Tumiritinga (MG),6765.0
3169604,Tupaciguara (MG),25398.0
3169703,Turmalina (MG),20125.0
3169802,Turvolândia (MG),5070.0
3169901,Ubá (MG),116797.0
3170008,Ubaí (MG),12599.0
3170057,Ubaporanga (MG),12493.0
3170107,Uberaba (MG),337092.0
3170206,Uberlândia (MG),699097.0
3170305,Umburatiba (MG),2596.0
3170404,Unaí (MG),84930.0
3170438,União de Minas (MG),4284.0
3170479,Uruana de Minas (MG),3260.0
3170503,Urucânia (MG),10345.0
3170529,Urucuia (MG),17173.0
3170578,Vargem Alegre (MG),6470.0
3170602,Vargem Bonita (MG),2148.0
3170651,Vargem Grande do Rio Pardo (MG),5026.0
3170701,Varginha (MG),136602.0
3170750,Varjão de Minas (MG),7138.0
3170800,Várzea da Palma (MG),39803.0
3170909,Varzelândia (MG),19305.0
3171006,Vazante (MG),20642.0
3171030,Verdelândia (MG),9443.0
3171071,Veredinha (MG),5727.0
3171105,Veríssimo (MG),4045.0
3171154,Vermelho Novo (MG),4846.0
3171204,Vespasiano (MG),129765.0
3171303,Viçosa (MG),79388.0
3171402,Vieiras (MG),3589.0
3171501,Mathias Lobato (MG),3179.0
3171600,Virgem da Lapa (MG),13740.0
3171709,Virgínia (MG),8663.0
3171808,Virginópolis (MG),10484.0
3171907,Virgolândia (MG),5340.0
3172004,Visconde do Rio Branco (MG),42965.0
3172103,Volta Grande (MG),5261.0
3172202,Wenceslau Braz (MG),2548.0
3200102,Afonso Cláudio (ES),30455.0
3200136,Águia Branca (ES),9631.0
3200169,Água Doce do Norte (ES),10909.0
3200201,Alegre (ES),29975.0
3200300,Alfredo Chaves (ES),14636.0
3200359,Alto Rio Novo (ES),7874.0
3200409,Anchieta (ES),29779.0
3200508,Apiacá (ES),7554.0
3200607,Aracruz (ES),103101.0
3200706,Atílio Vivácqua (ES),12105.0
3200805,Baixo Guandu (ES),31132.0
3200904,Barra de São Francisco (ES),44979.0
3201001,Boa Esperança (ES),15092.0
3201100,Bom Jesus do Norte (ES),9962.0
3201159,Brejetuba (ES),12427.0
3201209,Cachoeiro de Itapemirim (ES),210589.0
3201308,Cariacica (ES),383917.0
3201407,Castelo (ES),37747.0
3201506,Colatina (ES),123400.0
3201605,Conceição da Barra (ES),31273.0
3201704,Conceição do Castelo (ES),12806.0
3201803,Divino de São Lourenço (ES),4270.0
3201902,Domingos Martins (ES),33986.0
3202009,Dores do Rio Preto (ES),6771.0
3202108,Ecoporanga (ES),22835.0
3202207,Fundão (ES),21948.0
3202256,Governador Lindenberg (ES),12880.0
3202306,Guaçuí (ES),31122.0
3202405,Guarapari (ES),126701.0
3202454,Ibatiba (ES),26426.0
3202504,Ibiraçu (ES),12591.0
3202553,Ibitirama (ES),8859.0
3202603,Iconha (ES),13973.0
3202652,Irupi (ES),13526.0
3202702,Itaguaçu (ES),14023.0
3202801,Itapemirim (ES),34656.0
3202900,Itarana (ES),10494.0
3203007,Iúna (ES),29290.0
3203056,Jaguaré (ES),31039.0
3203106,Jerônimo Monteiro (ES),12265.0
3203130,João Neiva (ES),16722.0
3203163,Laranja da Terra (ES),10933.0
3203205,Linhares (ES),176688.0
3203304,Mantenópolis (ES),15503.0
3203320,Marataízes (ES),38883.0
3203346,Marechal Floriano (ES),16920.0
3203353,Marilândia (ES),12963.0
3203403,Mimoso do Sul (ES),26115.0
3203502,Montanha (ES),18894.0
3203601,Mucurici (ES),5496.0
3203700,Muniz Freire (ES),17319.0
3203809,Muqui (ES),15526.0
3203908,Nova Venécia (ES),50434.0
3204005,Pancas (ES),23306.0
3204054,Pedro Canário (ES),26381.0
3204104,Pinheiros (ES),27327.0
3204203,Piúma (ES),22053.0
3204252,Ponto Belo (ES),7940.0
3204302,Presidente Kennedy (ES),11658.0
3204351,Rio Bananal (ES),19271.0
3204401,Rio Novo do Sul (ES),11626.0
3204500,Santa Leopoldina (ES),12197.0
3204559,Santa Maria de Jetibá (ES),41015.0
3204609,Santa Teresa (ES),23724.0
3204658,São Domingos do Norte (ES),8687.0
3204708,São Gabriel da Palha (ES),38522.0
3204807,São José do Calçado (ES),10546.0
3204906,São Mateus (ES),132642.0
3204955,São Roque do Canaã (ES),12510.0
3205002,Serra (ES),527240.0
3205010,Sooretama (ES),30680.0
3205036,Vargem Alta (ES),21591.0
3205069,Venda Nova do Imigrante (ES),25745.0
3205101,Viana (ES),79500.0
3205150,Vila Pavão (ES),9244.0
3205176,Vila Valério (ES),14073.0
3205200,Vila Velha (ES),501325.0
3205309,Vitória (ES),365855.0
3300100,Angra dos Reis (RJ),207044.0
3300159,Aperibé (RJ),11901.0
3300209,Araruama (RJ),134293.0
3300225,Areal (RJ),12669.0
3300233,Armação dos Búzios (RJ),34477.0
3300258,Arraial do Cabo (RJ),30593.0
3300308,Barra do Piraí (RJ),100764.0
3300407,Barra Mansa (RJ),184833.0
3300456,Belford Roxo (RJ),513118.0
3300506,Bom Jardim (RJ),27616.0
3300605,Bom Jesus do Itabapoana (RJ),37203.0
3300704,Cabo Frio (RJ),230378.0
3300803,Cachoeiras de Macacu (RJ),59303.0
3300902,Cambuci (RJ),15514.0
3300936,Carapebus (RJ),16586.0
3300951,Comendador Levy Gasparian (RJ),8576.0
3301009,Campos dos Goytacazes (RJ),511168.0
3301108,Cantagalo (RJ),20168.0
3301157,Cardoso Moreira (RJ),12821.0
3301207,Carmo (RJ),19030.0
3301306,Casimiro de Abreu (RJ),45041.0
3301405,Conceição de Macabu (RJ),23398.0
3301504,Cordeiro (RJ),22041.0
3301603,Duas Barras (RJ),11528.0
3301702,Duque de Caxias (RJ),924624.0
3301801,Engenheiro Paulo de Frontin (RJ),14071.0
3301850,Guapimirim (RJ),61388.0
3301876,Iguaba Grande (RJ),28837.0
3301900,Itaboraí (RJ),242543.0
3302007,Itaguaí (RJ),134819.0
3302056,Italva (RJ),15299.0
3302106,Itaocara (RJ),23222.0
3302205,Itaperuna (RJ),103800.0
3302254,Itatiaia (RJ),32064.0
3302270,Japeri (RJ),105548.0
3302304,Laje do Muriaé (RJ),7326.0
3302403,Macaé (RJ),261501.0
3302452,Macuco (RJ),5623.0
3302502,Magé (RJ),246433.0
3302601,Mangaratiba (RJ),45220.0
3302700,Maricá (RJ),164504.0
3302809,Mendes (RJ),18648.0
3302858,Mesquita (RJ),176569.0
3302908,Miguel Pereira (RJ),25581.0
3303005,Miracema (RJ),27154.0
3303104,Natividade (RJ),15311.0
3303203,Nilópolis (RJ),162693.0
3303302,Niterói (RJ),515317.0
3303401,Nova Friburgo (RJ),191158.0
3303500,Nova Iguaçu (RJ),823302.0
3303609,Paracambi (RJ),52683.0
3303708,Paraíba do Sul (RJ),44518.0
3303807,Paraty (RJ),43680.0
3303856,Paty do Alferes (RJ),27858.0
3303906,Petrópolis (RJ),306678.0
3303955,Pinheiral (RJ),25364.0
3304003,Piraí (RJ),29545.0
3304102,Porciúncula (RJ),18960.0
3304110,Porto Real (RJ),19974.0
3304128,Quatis (RJ),14435.0
3304144,Queimados (RJ),151335.0
3304151,Quissamã (RJ),25126.0
3304201,Resende (RJ),132312.0
3304300,Rio Bonito (RJ),60573.0
3304409,Rio Claro (RJ),18605.0
3304508,Rio das Flores (RJ),9344.0
3304524,Rio das Ostras (RJ),155193.0
3304557,Rio de Janeiro (RJ),6747815.0
3304607,Santa Maria Madalena (RJ),10392.0
3304706,Santo Antônio de Pádua (RJ),42594.0
3304755,São Francisco de Itabapoana (RJ),42210.0
3304805,São Fidélis (RJ),38710.0
3304904,São Gonçalo (RJ),1091737.0
3305000,São João da Barra (RJ),36423.0
3305109,São João de Meriti (RJ),472906.0
3305133,São José de Ubá (RJ),7206.0
3305158,São José do Vale do Rio Preto (RJ),21916.0
3305208,São Pedro da Aldeia (RJ),106049.0
3305307,São Sebastião do Alto (RJ),9387.0
3305406,Sapucaia (RJ),18249.0
3305505,Saquarema (RJ),90583.0
3305554,Seropédica (RJ),83092.0
3305604,Silva Jardim (RJ),21774.0
3305703,Sumidouro (RJ),15667.0
3305752,Tanguá (RJ),34610.0
3305802,Teresópolis (RJ),184240.0
3305901,Trajano de Moraes (RJ),10640.0
3306008,Três Rios (RJ),82142.0
3306107,Valença (RJ),76869.0
3306156,Varre-Sai (RJ),11106.0
3306206,Vassouras (RJ),37083.0
3306305,Volta Redonda (RJ),273988.0
3500105,Adamantina (SP),35111.0
3500204,Adolfo (SP),3554.0
3500303,Aguaí (SP),36648.0
3500402,Águas da Prata (SP),8221.0
3500501,Águas de Lindóia (SP),18808.0
3500550,Águas de Santa Bárbara (SP),6109.0
3500600,Águas de São Pedro (SP),3521.0
3500709,Agudos (SP),37401.0
3500758,Alambari (SP),6129.0
3500808,Alfredo Marcondes (SP),4184.0
3500907,Altair (SP),4186.0
3501004,Altinópolis (SP),16203.0
3501103,Alto Alegre (SP),4088.0
3501152,Alumínio (SP),18767.0
3501202,Álvares Florence (SP),3647.0
3501301,Álvares Machado (SP),24998.0
3501400,Álvaro de Carvalho (SP),5274.0
3501509,Alvinlândia (SP),3237.0
3501608,Americana (SP),242018.0
3501707,Américo Brasiliense (SP),41032.0
3501806,Américo de Campos (SP),5981.0
3501905,Amparo (SP),72677.0
3502002,Analândia (SP),5056.0
3502101,Andradina (SP),57202.0
3502200,Angatuba (SP),25479.0
3502309,Anhembi (SP),6819.0
3502408,Anhumas (SP),4144.0
3502507,Aparecida (SP),36185.0
3502606,Aparecida d'Oeste (SP),4158.0
3502705,Apiaí (SP),24226.0
3502754,Araçariguama (SP),22860.0
3502804,Araçatuba (SP),198129.0
3502903,Araçoiaba da Serra (SP),34776.0
3503000,Aramina (SP),5655.0
3503109,Arandu (SP),6365.0
3503158,Arapeí (SP),2460.0
3503208,Araraquara (SP),238339.0
3503307,Araras (SP),135506.0
3503356,Arco-Íris (SP),1773.0
3503406,Arealva (SP),8613.0
3503505,Areias (SP),3896.0
3503604,Areiópolis (SP),11158.0
3503703,Ariranha (SP),9761.0
3503802,Artur Nogueira (SP),55340.0
3503901,Arujá (SP),91157.0
3503950,Aspásia (SP),1818.0
3504008,Assis (SP),105087.0
3504107,Atibaia (SP),144088.0
3504206,Auriflama (SP),15253.0
3504305,Avaí (SP),5436.0
3504404,Avanhandava (SP),13859.0
3504503,Avaré (SP),91232.0
3504602,Bady Bassitt (SP),17761.0
3504701,Balbinos (SP),5934.0
3504800,Bálsamo (SP),9139.0
3504909,Bananal (SP),10993.0
3505005,Barão de Antonina (SP),3498.0
3505104,Barbosa (SP),7468.0
3505203,Bariri (SP),35558.0
3505302,Barra Bonita (SP),36126.0
3505351,Barra do Chapéu (SP),5760.0
3505401,Barra do Turvo (SP),7632.0
3505500,Barretos (SP),122833.0
3505609,Barrinha (SP),33180.0
3505708,Barueri (SP),276982.0
3505807,Bastos (SP),20953.0
3505906,Batatais (SP),62980.0
3506003,Bauru (SP),379297.0
3506102,Bebedouro (SP),77555.0
3506201,Bento de Abreu (SP),3005.0
3506300,Bernardino de Campos (SP),11158.0
3506359,Bertioga (SP),64723.0
3506409,Bilac (SP),8117.0
3506508,Birigui (SP),124883.0
3506607,Biritiba Mirim (SP),32936.0
3506706,Boa Esperança do Sul (SP),15018.0
3506805,Bocaina (SP),12452.0
3506904,Bofete (SP),11921.0
3507001,Boituva (SP),62170.0
3507100,Bom Jesus dos Perdões (SP),25985.0
3507159,Bom Sucesso de Itararé (SP),3984.0
3507209,Borá (SP),838.0
3507308,Boracéia (SP),4868.0
3507407,Borborema (SP),16164.0
3507456,Borebi (SP),2683.0
3507506,Botucatu (SP),148130.0
3507605,Bragança Paulista (SP),170533.0
3507704,Braúna (SP),5741.0
3507753,Brejo Alegre (SP),2889.0
3507803,Brodowski (SP),25277.0
3507902,Brotas (SP),24636.0
3508009,Buri (SP),19965.0
3508108,Buritama (SP),17281.0
3508207,Buritizal (SP),4514.0
3508306,Cabrália Paulista (SP),4243.0
3508405,Cabreúva (SP),50429.0
3508504,Caçapava (SP),95018.0
3508603,Cachoeira Paulista (SP),33581.0
3508702,Caconde (SP),19009.0
3508801,Cafelândia (SP),17843.0
3508900,Caiabu (SP),4193.0
3509007,Caieiras (SP),102775.0
3509106,Caiuá (SP),5946.0
3509205,Cajamar (SP),77934.0
3509254,Cajati (SP),28494.0
3509304,Cajobi (SP),10596.0
3509403,Cajuru (SP),26393.0
3509452,Campina do Monte Alegre (SP),6057.0
3509502,Campinas (SP),1213792.0
3509601,Campo Limpo Paulista (SP),85541.0
3509700,Campos do Jordão (SP),52405.0
3509809,Campos Novos Paulista (SP),4997.0
3509908,Cananéia (SP),12541.0
3509957,Canas (SP),5204.0
3510005,Cândido Mota (SP),31346.0
3510104,Cândido Rodrigues (SP),2799.0
3510153,Canitar (SP),5292.0
3510203,Capão Bonito (SP),47118.0
3510302,Capela do Alto (SP),20985.0
3510401,Capivari (SP),56379.0
3510500,Caraguatatuba (SP),123389.0
3510609,Carapicuíba (SP),403183.0
3510708,Cardoso (SP),12349.0
3510807,Casa Branca (SP),30520.0
3510906,Cássia dos Coqueiros (SP),2505.0
3511003,Castilho (SP),21267.0
3511102,Catanduva (SP),122497.0
3511201,Catiguá (SP),7855.0
3511300,Cedral (SP),9346.0
3511409,Cerqueira César (SP),20191.0
3511508,Cerquilho (SP),49802.0
3511607,Cesário Lange (SP),18375.0
3511706,Charqueada (SP),17367.0
3511904,Clementina (SP),8757.0
3512001,Colina (SP),18535.0
3512100,Colômbia (SP),6216.0
3512209,Conchal (SP),28273.0
3512308,Conchas (SP),18019.0
3512407,Cordeirópolis (SP),24826.0
3512506,Coroados (SP),6129.0
3512605,Coronel Macedo (SP),4635.0
3512704,Corumbataí (SP),4064.0
3512803,Cosmópolis (SP),73474.0
3512902,Cosmorama (SP),7298.0
3513009,Cotia (SP),253608.0
3513108,Cravinhos (SP),35579.0
3513207,Cristais Paulista (SP),8718.0
3513306,Cruzália (SP),2046.0
3513405,Cruzeiro (SP),82571.0
3513504,Cubatão (SP),131626.0
3513603,Cunha (SP),21459.0
3513702,Descalvado (SP),33910.0
3513801,Diadema (SP),426757.0
3513850,Dirce Reis (SP),1799.0
3513900,Divinolândia (SP),11086.0
3514007,Dobrada (SP),9010.0
3514106,Dois Córregos (SP),27512.0
3514205,Dolcinópolis (SP),2112.0
3514304,Dourado (SP),8878.0
3514403,Dracena (SP),47043.0
3514502,Duartina (SP),12433.0
3514601,Dumont (SP),10023.0
3514700,Echaporã (SP),6064.0
3514809,Eldorado (SP),15544.0
3514908,Elias Fausto (SP),17936.0
3514924,Elisiário (SP),3697.0
3514957,Embaúba (SP),2449.0
3515004,Embu das Artes (SP),276535.0
3515103,Embu-Guaçu (SP),69901.0
3515129,Emilianópolis (SP),3227.0
3515152,Engenheiro Coelho (SP),21249.0
3515186,Espírito Santo do Pinhal (SP),44471.0
3515194,Espírito Santo do Turvo (SP),4878.0
3515202,Estrela d'Oeste (SP),8419.0
3515301,Estrela do Norte (SP),2770.0
3515350,Euclides da Cunha Paulista (SP),9325.0
3515400,Fartura (SP),16070.0
3515509,Fernandópolis (SP),69402.0
3515608,Fernando Prestes (SP),5794.0
3515657,Fernão (SP),1727.0
3515707,Ferraz de Vasconcelos (SP),196500.0
3515806,Flora Rica (SP),1430.0
3515905,Floreal (SP),2900.0
3516002,Flórida Paulista (SP),14790.0
3516101,Florínea (SP),2653.0
3516200,Franca (SP),355901.0
3516309,Francisco Morato (SP),177633.0
3516408,Franco da Rocha (SP),156492.0
3516507,Gabriel Monteiro (SP),2776.0
3516606,Gália (SP),6482.0
3516705,Garça (SP),44409.0
3516804,Gastão Vidigal (SP),4860.0
3516853,Gavião Peixoto (SP),4815.0
3516903,General Salgado (SP),10862.0
3517000,Getulina (SP),11447.0
3517109,Glicério (SP),4829.0
3517208,Guaiçara (SP),12294.0
3517307,Guaimbê (SP),5785.0
3517406,Guaíra (SP),41040.0
3517505,Guapiaçu (SP),21775.0
3517604,Guapiara (SP),17025.0
3517703,Guará (SP),21308.0
3517802,Guaraçaí (SP),8290.0
3517901,Guaraci (SP),11287.0
3518008,Guarani d'Oeste (SP),1998.0
3518107,Guarantã (SP),6675.0
3518206,Guararapes (SP),33100.0
3518305,Guararema (SP),30136.0
3518404,Guaratinguetá (SP),122505.0
3518503,Guareí (SP),18887.0
3518602,Guariba (SP),40487.0
3518701,Guarujá (SP),322750.0
3518800,Guarulhos (SP),1392121.0
3518859,Guatapará (SP),7709.0
3518909,Guzolândia (SP),5307.0
3519006,Herculândia (SP),9588.0
3519055,Holambra (SP),15272.0
3519071,Hortolândia (SP),234259.0
3519105,Iacanga (SP),11858.0
3519204,Iacri (SP),6295.0
3519253,Iaras (SP),9517.0
3519303,Ibaté (SP),35472.0
3519402,Ibirá (SP),12518.0
3519501,Ibirarema (SP),7841.0
3519600,Ibitinga (SP),60600.0
3519709,Ibiúna (SP),79479.0
3519808,Icém (SP),8304.0
3519907,Iepê (SP),8194.0
3520004,Igaraçu do Tietê (SP),24749.0
3520103,Igarapava (SP),30614.0
3520202,Igaratá (SP),9583.0
3520301,Iguape (SP),30989.0
3520400,Ilhabela (SP),35591.0
3520426,Ilha Comprida (SP),11362.0
3520442,Ilha Solteira (SP),26788.0
3520509,Indaiatuba (SP),256223.0
3520608,Indiana (SP),4879.0
3520707,Indiaporã (SP),3886.0
3520806,Inúbia Paulista (SP),4019.0
